8426	[8, 16]
204028	[0]
39792	[0]
15605	[7]
28917	[2004]
3491	[5, 3]
41811	[7]
7018	[4]
262757	[6]
262750	[1]
52863	[2261]
48526	[0]
58308	[1652]
6082	[1855]
12779	[5, 5]
52940	[2]
11666	[11]
57821	[9]
1836	[0, 1864]
262612	[274]
3252	[5]
31019	[1]
29691	[0]
3257	[16, 13, 30, 13, 18]
30132	[1773]
63956	[0]
28941	[3]
53070	[1381]
14061	[5, 5]
19151	[3694, 1781, 1823]
286	[14, 15]
1798	[839]
2914	[4, 5, 26, 7, 0]
59715	[0]
202194	[0]
38883	[0]
38880	[1874, 2840, 1939]
59469	[0]
41497	[5]
6830	[10, 12, 6, 10]
36351	[5432]
39821	[1607]
38809	[905]
3561	[2, 7]
41095	[2, 2]
40387	[3666]
29686	[1883]
14537	[3]
4739	[31]
49835	[10]
2497	[793, 3728, 3736]
53828	[5]
56730	[655]
19653	[106]
6720	[1065]
20764	[4, 5]
47441	[1838]
28138	[14]
198290	[102]
50763	[5]
20612	[0, 0]
5392	[1852]
57118	[0]
5396	[2]
12859	[12]
6453	[2042, 2092]
15435	[8]
197264	[0]
202109	[17, 17]
5769	[1778]
9304	[1858]
25227	[5596]
22652	[1859]
5413	[8, 10]
1853	[5]
6667	[22]
11039	[1814]
53013	[3]
52888	[5756]
29636	[7]
10102	[0]
49605	[9]
198249	[0]
8758	[10, 0]
30844	[1827, 0]
58901	[0]
34781	[0, 1885]
35054	[1]
48166	[5]
8455	[20]
18106	[3001]
8283	[3168]
3267	[0]
36236	[0]
6939	[2016, 2357, 3275, 1788, 3569]
28220	[3]
6423	[89]
263623	[10]
51185	[1]
29140	[25]
28329	[4, 9]
133165	[3352]
513	[8]
13030	[1881, 1883, 3757]
13237	[12, 27, 9]
6079	[3]
9002	[2, 2, 2]
22548	[21]
8218	[0, 250, 200]
52752	[2685]
49463	[147]
50304	[9]
20932	[6]
4181	[8]
45177	[0]
262317	[4]
12637	[23]
22873	[0]
10026	[14, 15]
8468	[1789]
251	[3408]
25220	[14]
3292	[1873]
59689	[147]
4826	[1840]
24516	[0, 0, 0, 3588, 0, 0]
6762	[1871, 1873, 1864]
8596	[10]
46450	[12]
6360	[0]
16735	[16]
34288	[2399, 0, 2409, 0]
32614	[1]
41695	[12]
20080	[2128]
15547	[13, 0, 13]
16347	[79]
4608	[1757]
196621	[0]
38726	[0, 0]
5650	[3]
1916	[8]
27446	[4]
47872	[4639]
2895	[3]
28571	[2052]
31424	[0]
2518	[0]
1103	[4]
37271	[19]
19754	[0]
25152	[1818, 2784]
553	[9]
3549	[2]
32354	[1859]
14361	[1862, 1811]
62567	[3976]
54073	[3933]
5645	[2489]
9189	[9]
25091	[1, 0, 4]
7575	[3303, 7615]
58511	[0, 1036, 1036, 0, 0, 2607]
264268	[5]
50300	[1824]
15301	[4449]
42541	[3]
29075	[1840]
1299	[0]
7500	[1774]
12350	[5]
8928	[36]
34019	[7]
28294	[1652]
209	[3, 5, 4]
14840	[3614]
31122	[7]
52769	[2, 3]
25160	[5]
48285	[0]
24482	[3920, 0, 4320, 3387, 3147, 3922, 4867, 0]
45896	[0]
1280	[1858]
263584	[1]
4777	[1925]
13703	[10]
29608	[4]
34146	[0]
4589	[15, 12]
680	[4]
57381	[7]
