8426	[2, 0]
204028	[0]
39792	[0]
15605	[1]
28917	[0]
3491	[0, 0]
41811	[2]
7018	[0]
262757	[2]
262750	[0]
52863	[3]
48526	[0, 1]
58308	[1]
6082	[8]
12779	[25, 0, 1]
20562	[13414, 0]
52940	[0]
11666	[5]
57821	[0]
1836	[0, 0]
262612	[2]
3252	[2773]
31019	[1309]
29691	[0]
3257	[4, 2, 0, 2, 2]
30132	[2732]
63956	[0]
28941	[0]
53070	[2]
14061	[0, 0]
19151	[6, 1, 1]
286	[0]
8222	[0]
1798	[0]
2914	[0, 1, 0, 0, 0]
59715	[0]
202194	[0]
38883	[0]
38880	[0, 0, 0]
59469	[0]
41497	[0]
6830	[5, 0, 5, 0]
36351	[2]
39821	[0]
38809	[0]
3561	[1]
41095	[0, 1]
29686	[2]
14537	[0]
4739	[0]
49835	[0]
2497	[0, 0, 0]
53828	[0]
56730	[2778]
6720	[0]
20764	[671, 661]
47441	[0]
28138	[4]
198290	[73]
50763	[2641]
20612	[0, 0]
5392	[0]
57118	[0]
5396	[0]
12859	[12639]
6453	[0, 0]
15435	[2863]
197264	[0]
202109	[0, 0]
5769	[1]
9304	[0]
37989	[0]
25227	[2]
22652	[386]
5413	[0, 0]
1853	[2]
6667	[0]
11039	[4]
53013	[0]
52888	[0]
29636	[0]
10102	[0]
49605	[0]
198249	[0]
8758	[0, 0]
30844	[0, 0]
58901	[0]
34781	[0, 5556]
35054	[0]
48166	[0]
8455	[0]
18106	[2]
8283	[2674]
3267	[0]
36236	[0]
6939	[0, 0, 0, 1]
28220	[0]
6423	[0]
263623	[0]
51185	[8]
29140	[27068]
28329	[0, 0]
133165	[0]
513	[10]
13030	[0, 0, 0]
13237	[0, 0, 1]
6079	[1]
9002	[0, 0, 0]
22548	[2]
8218	[0, 1, 1]
52752	[4]
49463	[17588]
50304	[4]
20932	[6]
4181	[0]
45177	[0]
262317	[0]
12637	[0]
22873	[0]
10026	[0]
8468	[0]
251	[8]
25220	[0]
3292	[2]
59689	[1]
4826	[0]
24516	[0, 0, 0, 0, 0]
6762	[0, 0, 0]
8596	[0]
16735	[3]
34288	[1, 0, 2, 0]
34177	[9]
41695	[0]
20080	[0]
15547	[1, 0, 0, 0]
16347	[1]
4608	[0]
196621	[0]
38726	[0, 0]
1916	[0]
27446	[0]
47872	[0]
2895	[0]
28571	[0]
51405	[45]
31424	[0]
2518	[0]
1103	[7]
37271	[9]
19754	[0]
25152	[0, 0]
553	[0]
3549	[0]
32354	[0]
14361	[0, 0]
62567	[0]
54073	[0]
9189	[0]
25091	[2795, 0, 2782, 1355]
7575	[0, 0]
58511	[0, 2747, 2747, 0, 0, 0]
264268	[0]
50300	[2]
15301	[0]
42541	[0]
29075	[2436]
1299	[0]
7500	[0]
12350	[0]
8928	[0]
34019	[2292]
28294	[4]
14840	[0]
31122	[1]
52769	[0, 0]
25160	[0]
48285	[0]
24482	[0, 0, 1, 24, 0, 0, 0, 0]
45896	[0]
1280	[0]
263584	[0]
4777	[0]
13703	[0]
29608	[0]
34146	[0]
4589	[5, 0]
680	[0]
57381	[0]
