8426	[2, 3]
15605	[6]
28917	[2945]
3491	[3, 3]
41811	[5]
7018	[8]
262757	[5]
262750	[2]
52863	[3161]
48526	[0]
58308	[2491]
6082	[2758]
12779	[3, 3]
52940	[4]
11666	[5]
57821	[2]
1836	[0, 2776]
262612	[419]
3252	[5]
31019	[4]
29691	[0]
3257	[9, 7, 11, 7, 10]
30132	[2643]
63956	[0]
53070	[2273]
38809	[1402]
19151	[2726, 5490, 2684]
286	[13, 14]
1798	[1414]
2914	[18, 7, 14, 10, 0]
59715	[0]
202194	[0]
38880	[2771, 4158, 2769]
41497	[6]
32614	[3]
6830	[8, 12, 8, 12]
36351	[8428]
39821	[2402]
14061	[8, 12]
3561	[4, 2]
41095	[5, 5]
40387	[5444]
29686	[2779]
14537	[11]
4739	[16]
49835	[7]
2497	[1164, 5518, 5542]
53828	[2]
56730	[975]
19653	[159]
6720	[1527]
20764	[6, 5]
47441	[2715]
28138	[10, 5]
198290	[124]
29608	[5]
5392	[2745]
5396	[4]
12859	[7]
6453	[2993, 3093]
15435	[5]
202109	[10, 12]
5769	[2669]
9304	[2767]
25227	[5792]
22652	[2750]
5413	[5, 6]
1853	[5]
6667	[12]
11039	[2713]
53013	[3]
52888	[8506]
29636	[4]
49605	[8]
8758	[11]
30844	[2715]
34781	[0, 2778]
35054	[5]
48166	[5, 5]
8455	[13]
18106	[4380]
8283	[4912]
36236	[0]
6939	[4894, 3468, 2685, 2951, 5285]
28220	[3]
6423	[132]
263623	[6]
51185	[2]
29140	[16]
28329	[6]
133165	[4901]
513	[13]
13030	[2778, 2778, 5555]
13237	[12, 14, 10]
6079	[6]
9002	[6, 6, 6]
22548	[17]
8218	[329, 263]
52752	[3934]
49463	[202]
50304	[6]
20932	[6]
4181	[35]
45177	[0]
262317	[4]
12637	[13]
10026	[11, 11]
8468	[2682]
251	[5044]
25220	[17]
3292	[2773]
59689	[189]
4826	[2732]
24516	[0, 0, 5303, 0, 0, 0]
6762	[2780, 2775, 2774]
8596	[8]
46450	[6]
6360	[0]
16735	[14]
33843	[5]
34288	[3554, 3561, 0, 0]
34177	[0]
41695	[8]
20080	[3050]
15547	[0, 9, 9]
16347	[89]
4608	[2638]
38726	[0, 0]
5650	[5]
1916	[6]
27446	[2]
47872	[6974]
2895	[2]
28571	[2941]
51405	[0]
31424	[0]
2518	[0]
1103	[11]
37271	[8]
25152	[2701, 4102]
553	[8]
32354	[2749]
14361	[2759, 2700]
62567	[5855]
54073	[5867]
5645	[3643]
9189	[7]
25091	[0, 5, 4]
7575	[4835, 11173]
58511	[0, 1571, 0, 0, 1571, 4055]
264268	[4]
50300	[2040]
15301	[6628]
42541	[4]
29075	[2739]
28941	[6]
7500	[2612]
12350	[5]
50620	[2636]
8928	[17]
34019	[7]
28294	[2954]
209	[10, 8, 3]
14840	[5416]
31122	[6]
52769	[5, 3]
25160	[2]
24482	[5754, 0, 6528, 4930, 4747, 5758, 7293]
1280	[2757]
263584	[2]
4777	[2830]
13703	[3]
3549	[5]
4589	[11, 12]
680	[5]
57381	[6]
